index,longitude,latitude,std_geohash_code,std_geohash_diff,std_geohash_abs_diff,mbr_geohash_code,mbr_geohash_diff,mbr_geohash_abs_diff,hilbert_code,hilbert_diff,hilbert_abs_diff
281,116.31003100,39.98951900,2034400845774473,1408,1408,367004841115,6399,6399,366718742134,-1634,1634
282,116.31004900,39.98962800,2034400845796536,22063,22063,367004841388,273,273,366718742360,226,226
283,116.31002400,39.98976200,2034400845797759,1223,1223,367005016198,174810,174810,366718761677,19317,19317
284,116.31009800,39.98983800,2034400845799033,1274,1274,367005016773,575,575,366718761871,194,194
285,116.31011500,39.98998100,2034400845805312,6279,6279,367005017050,277,277,366718760991,-880,880
286,116.31016900,39.99008900,2034400845806948,1636,1636,367005019240,2190,2190,366718759636,-1355,1355
287,116.31021500,39.99021900,2034400845818535,11587,11587,367005019626,386,386,366718759829,193,193
288,116.31025800,39.99032500,2034401203733061,357914526,357914526,367005022864,3238,3238,366718758874,-955,955
289,116.31027700,39.99040600,2034401203733247,186,186,367005022964,100,100,366718758820,-54,54
290,116.31019000,39.99056000,2034401203724276,-8971,8971,367005023368,404,404,366718756942,-1878,1878
291,116.31013400,39.99065000,2034401203729842,5566,5566,367005021934,-1434,1434,366718756627,-315,315
292,116.31011400,39.99069300,2034401203730210,368,368,367005022090,156,156,366718756591,-36,36
293,116.31011100,39.99069600,2034401203730216,6,6,367005022090,0,0,366718756591,0,0
294,116.31010500,39.99069800,2034401203730045,-171,171,367005022082,-8,8,366718756587,-4,4
295,116.31010300,39.99069800,2034401203730044,-1,1,367005022082,0,0,366718756587,0,0
296,116.31010100,39.99069600,2034401203730044,0,0,367005022082,0,0,366718756587,0,0
297,116.31009500,39.99069500,2034401203730035,-9,9,367005021994,-88,88,366718756373,-214,214
298,116.31009200,39.99069200,2034401203730034,-1,1,367005021823,-171,171,366718756672,299,299
299,116.31009000,39.99069000,2034401203730032,-2,2,367005021821,-2,2,366718756673,1,1
300,116.31008800,39.99068900,2034401203730021,-11,11,367005021821,0,0,366718756673,0,0
301,116.31008700,39.99068900,2034401203730021,0,0,367005021821,0,0,366718756673,0,0
302,116.31008700,39.99068900,2034401203730021,0,0,367005021821,0,0,366718756673,0,0
303,116.31009000,39.99069600,2034401203730040,19,19,367005021992,171,171,366718756372,-301,301
304,116.31006600,39.99074300,2034401203730109,69,69,367005021977,-15,15,366718756407,35,35
305,116.31010900,39.99079300,2034401203731669,1560,1560,367005022157,180,180,366718756491,84,84
306,116.31020500,39.99083700,2034401203743233,11564,11564,367005034658,12501,12501,366718801497,45006,45006
307,116.31031800,39.99087300,2034401203743550,317,317,367005057073,22415,22415,366718779425,-22072,22072
308,116.31047900,39.99088700,2034401203744658,1108,1108,367005059124,2051,2051,366718783116,3691,3691
309,116.31065700,39.99087400,2034401203747643,2985,2985,367005065275,6151,6151,366718783532,416,416
310,116.31082700,39.99090600,2034401203748787,1144,1144,367005067459,2184,2184,366718784642,1110,1110
311,116.31097100,39.99092100,2034401203792810,44023,44023,367005155436,87977,87977,366718970488,185846,185846
312,116.31114900,39.99093300,2034401203815689,22879,22879,367005157586,2150,2150,366718971065,577,577
313,116.31131200,39.99096900,2034401203818880,3191,3191,367005163912,6326,6326,366718972774,1709,1709
314,116.31150700,39.99099400,2034401203819954,1074,1074,367005166341,2429,2429,366718975151,2377,2377
315,116.31169300,39.99101400,2034401203831575,11621,11621,367005188915,22574,22574,366718953608,-21543,21543
316,116.31191500,39.99101000,2034401203835392,3817,3817,367005196569,7654,7654,366718950173,-3435,3435
317,116.31210700,39.99103300,2034401203836464,1072,1072,367005198741,2172,2172,366718949247,-926,926
318,116.31228200,39.99105500,2034401206633104,2796640,2796640,367005549006,350265,350265,366719069067,119820,119820
319,116.31247300,39.99105800,2034401206634178,1074,1074,367005551430,2424,2424,366719067239,-1828,1828
320,116.31266600,39.99103200,2034401206637168,2990,2990,367005557567,6137,6137,366719064192,-3047,3047
321,116.31285300,39.99102400,2034401206638175,1007,1007,367005559732,2165,2165,366719063268,-924,924
322,116.31304700,39.99102200,2034401206649613,11438,11438,367005583646,23914,23914,366719045009,-18259,18259
323,116.31324400,39.99101800,2034401206650696,1083,1083,367005589916,6270,6270,366719046098,1089,1089
324,116.31346900,39.99101600,2034401206654470,3774,3774,367005592379,2463,2463,366719047212,1114,1114
325,116.31368100,39.99103500,2034401206698595,44125,44125,367005681986,89607,89607,366719233347,186135,186135
326,116.31384000,39.99106300,2034401206699677,1082,1082,367005688135,6149,6149,366719235014,1667,1667
327,116.31403000,39.99107200,2034401206702820,3143,3143,367005690232,2097,2097,366719237446,2432,2432
328,116.31420900,39.99106800,2034401206703834,1014,1014,367005712856,22624,22624,366719216566,-20880,20880
329,116.31438500,39.99109500,2034401206716496,12662,12662,367005714935,2079,2079,366719215532,-1034,1034
330,116.31459600,39.99111300,2034401206717722,1226,1226,367005722155,7220,7220,366719212862,-2670,2670
331,116.31479700,39.99112800,2034401206720873,3151,3151,367005724335,2180,2180,366719210490,-2372,2372
332,116.31500300,39.99112700,2034401206896680,175807,175807,367011318917,5594582,5594582,366724532453,5321963,5321963
333,116.31519300,39.99114800,2034401206897805,1125,1125,367011325113,6196,6196,366724544237,11784,11784
334,116.31534200,39.99117600,2034401206898175,370,370,367011327200,2087,2087,366724543024,-1213,1213
335,116.31552900,39.99121500,2034401206902316,4141,4141,367011350099,22899,22899,366724550136,7112,7112
336,116.31564300,39.99120900,2034401206902583,267,267,367011351674,1575,1575,366724548719,-1417,1417
337,116.31579000,39.99119100,2034401206913804,11221,11221,367011357798,6124,6124,366724560503,11784,11784
338,116.31595800,39.99118800,2034401206914822,1018,1018,367011359852,2054,2054,366724559576,-927,927
339,116.31617200,39.99118900,2034401206917958,3136,3136,367011448390,88538,88538,366724640237,80661,80661
340,116.31638100,39.99118600,2034401206962690,44732,44732,367011450569,2179,2179,366724637575,-2662,2662
341,116.31657500,39.99119400,2034401206963737,1047,1047,367011458118,7549,7549,366724633191,-4384,4384
342,116.31675600,39.99120800,2034401206966838,3101,3101,367011480690,22572,22572,366724613323,-19868,19868
343,116.31699900,39.99122000,2034401206968122,1284,1284,367011483251,2561,2561,366724614984,1661,1661
344,116.31723500,39.99119700,2034401206980106,11984,11984,367011490917,7666,7666,366724618357,3373,3373
345,116.31745200,39.99118300,2034401206983232,3126,3126,367011841259,350342,350342,366723884564,-733793,733793
346,116.31766100,39.99116400,2034401206983927,695,695,367011843735,2476,2476,366723883388,-1176,1176
347,116.31787400,39.99118700,2034401207683863,699936,699936,367011851342,7607,7607,366723889379,5991,5991
348,116.31808300,39.99117900,2034401207684948,1085,1085,367011874019,22677,22677,366723869880,-19499,19499
349,116.31823100,39.99113200,2034401207687531,2583,2583,367011875983,1964,1964,366723867338,-2542,2542
350,116.31848000,39.99116900,2034401207699688,12157,12157,367011882677,6694,6694,366723865967,-1371,1371
351,116.31869100,39.99118300,2034401207701077,1389,1389,367011972201,89524,89524,366723944151,78184,78184
352,116.31890400,39.99120400,2034401207704373,3296,3296,367011974736,2535,2535,366723942896,-1255,1255
353,116.31909800,39.99120100,2034401207705445,1072,1072,367011980911,6175,6175,366723954544,11648,11648
354,116.31931500,39.99119400,2034401207750157,44712,44712,367012004940,24029,24029,366723960520,5976,5976
355,116.31949000,39.99118700,2034401207753234,3077,3077,367012007014,2074,2074,366723958903,-1617,1617
356,116.31968300,39.99120600,2034401207754338,1104,1104,367012013274,6260,6260,366723970613,11710,11710
357,116.31986600,39.99123900,2034401207765710,11372,11372,367012015872,2598,2598,366723969194,-1419,1419
358,116.32006200,39.99125800,2034401207766781,1071,1071,367013414702,1398830,1398830,366723647001,-322193,322193
359,116.32025500,39.99128200,2034401207775503,8722,8722,367013416883,2181,2181,366723648200,1199,1199
360,116.32044500,39.99128800,2034401207776564,1061,1061,367013424411,7528,7528,366723652534,4334,4334
361,116.32062200,39.99130800,2034401207951765,175201,175201,367013447016,22605,22605,366723605886,-46648,46648
362,116.32080300,39.99132500,2034401207952843,1078,1078,367013449164,2148,2148,366723605384,-502,502
363,116.32100200,39.99135200,2034401207956308,3465,3465,367013455705,6541,6541,366723610205,4821,4821
364,116.32117900,39.99138200,2034401207957367,1059,1059,367013460515,4810,4810,366723597720,-12485,12485
365,116.32138400,39.99138800,2034401207969339,11972,11972,367013548713,88198,88198,366723594583,-3137,3137
366,116.32158300,39.99138900,2034401207972462,3123,3123,367013556265,7552,7552,366723588157,-6426,6426
367,116.32173600,39.99136800,2034401207973407,945,945,367013555573,-692,692,366723587055,-1102,1102
368,116.32187400,39.99141000,2034401208017546,44139,44139,367013580816,25243,25243,366723537562,-49493,49493
369,116.32200400,39.99141200,2034401208017867,321,321,367013581458,642,642,366723537883,321,321
370,116.32217600,39.99140600,2034401208018889,1022,1022,367013583525,2067,2067,366723538933,1050,1050
371,116.32229600,39.99140300,2034401208021719,2830,2830,367013589519,5994,5994,366723533216,-5717,5717
372,116.32243600,39.99140100,2034401208022723,1004,1004,367013591215,1696,1696,366723532368,-848,848
373,116.32266800,39.99147700,2034401208035642,12919,12919,367013942008,350793,350793,366723223972,-308396,308396
374,116.32278400,39.99159100,2034401208037092,1450,1450,367013944163,2155,2155,366723226834,2862,2862
375,116.32277800,39.99171600,2034401208125025,87933,87933,367013944906,743,743,366723226479,-355,355
376,116.32277400,39.99186300,2034401208126698,1673,1673,367013945163,257,257,366723226182,-297,297
377,116.32278400,39.99200700,2034401208132812,6114,6114,367013988966,43803,43803,366723442141,215959,215959
378,116.32281200,39.99220100,2034401208134909,2097,2097,367013990025,1059,1059,366723441645,-496,496
379,116.32280000,39.99236500,2034401208157427,22518,22518,367013990288,263,263,366723440752,-893,893
380,116.32279700,39.99245600,2034401208157945,518,518,367013990271,-17,17,366723440874,122,122
381,116.32281000,39.99260000,2034401208159957,2012,2012,367013993352,3081,3081,366723446350,5476,5476
382,116.32289100,39.99277700,2034401208166358,6401,6401,367013999769,6417,6417,366723434205,-12145,12145
383,116.32289100,39.99288300,2034401208167926,1568,1568,367014000009,240,240,366723433927,-278,278
384,116.32271300,39.99300100,2034401208516955,349029,349029,367013993853,-6156,6156,366723447787,13860,13860
385,116.32261700,39.99307700,2034401208517191,236,236,367014003274,9421,9421,366723449317,1530,1530
386,116.32265100,39.99322200,2034401208519073,1882,1882,367014003657,383,383,366723449485,168,168
387,116.32276000,39.99342900,2034401208526366,7293,7293,367014006529,2872,2872,366723451395,1910,1910
388,116.32274400,39.99353500,2034401208527919,1553,1553,367014006262,-267,267,366723451303,-92,92
389,116.32265800,39.99364000,2034401208527757,-162,162,367014007524,1262,1262,366723463476,12173,12173
390,116.32257900,39.99379600,2034401208549946,22189,22189,367014007281,-243,243,366723464097,621,621
391,116.32280400,39.99405500,2034401208558804,8858,8858,367014010823,3542,3542,366723461156,-2941,2941
392,116.32282900,39.99417500,2034401208559532,728,728,367016807145,2796322,2796322,366726090685,2629529,2629529
393,116.32278600,39.99427600,2034401208561222,1690,1690,367016807219,74,74,366726089864,-821,821
394,116.32276300,39.99447100,2034401208649270,88048,88048,367016808016,797,797,366726089562,-302,302
395,116.32272300,39.99464800,2034401208650621,1351,1351,367016810625,2609,2609,366726100587,11025,11025
396,116.32264100,39.99481000,2034401208656501,5880,5880,367016809360,-1265,1265,366726101200,613,613
397,116.32262500,39.99494600,2034401208658168,1667,1667,367016810034,674,674,366726102305,1105,1105
398,116.32262000,39.99509300,2034401208680658,22490,22490,367016810289,255,255,366726102563,258,258
399,116.32260600,39.99523500,2034401208682593,1935,1935,367016821270,10981,10981,366726103959,1396,1396
400,116.32260700,39.99539200,2034401208688707,6114,6114,367016821570,300,300,366726103619,-340,340
401,116.32253300,39.99556700,2034401208679757,-8950,8950,367016821851,281,281,366726106868,3249,3249
402,116.32252000,39.99571800,2034401208680425,668,668,367016822101,250,250,366726107135,267,267
403,116.32251700,39.99585200,2034401210079082,1398657,1398657,367016475390,-346711,346711,366726024961,-82174,82174
404,116.32255600,39.99599300,2034401210092034,12952,12952,367016825215,349825,349825,366726108138,83177,83177
405,116.32254400,39.99611000,2034401210086779,-5255,5255,367016825971,756,756,366726108360,222,222
406,116.32255200,39.99623400,2034401210087421,642,642,367016826221,250,250,366726108531,171,171
407,116.32248100,39.99639200,2034401210089358,1937,1937,367016520404,-305817,305817,366726021012,-87519,87519
408,116.32246400,39.99653400,2034401210111612,22254,22254,367016520567,163,163,366726020332,-680,680
409,116.32242500,39.99663200,2034401210113173,1561,1561,367016520934,367,367,366726019229,-1103,1103
410,116.32241200,39.99664500,2034401210113179,6,6,367016520922,-12,12,366726019253,24,24
411,116.32234800,39.99672500,2034401210112963,-216,216,367016519609,-1313,1313,366726018759,-494,494
412,116.32233700,39.99688100,2034401210118975,6012,6012,367016522421,2812,2812,366726007109,-11650,11650
413,116.32242800,39.99708100,2034401210121952,2977,2977,367016524285,1864,1864,366726006699,-410,410
414,116.32242800,39.99727700,2034401210211392,89440,89440,367016525244,959,959,366726005224,-1475,1475
415,116.32231400,39.99759200,2034401210217358,5966,5966,367016534895,9651,9651,366726002906,-2318,2318
416,116.32230100,39.99775000,2034401210219394,2036,2036,367016535668,773,773,366726002532,-374,374
417,116.32231700,39.99786500,2034401210241453,22059,22059,367016536005,337,337,366726001701,-831,831
418,116.32231000,39.99798800,2034401210243366,1913,1913,367016538732,2727,2727,366725997010,-4691,4691
419,116.32226100,39.99815100,2034401210249291,5925,5925,367016538611,-121,121,366725997320,310,310
420,116.32226800,39.99830700,2034401210251332,2041,2041,367016539389,778,778,366725997739,419,419
421,116.32223600,39.99845200,2034401210251930,598,598,367016714368,174979,174979,366726699626,701887,701887
422,116.32222500,39.99860300,2034401210602116,350186,350186,367016714534,166,166,366726699831,205,205
423,116.32222500,39.99875300,2034401210604046,1930,1930,367016715314,780,780,366726700067,236,236
424,116.32225400,39.99889500,2034401210609853,5807,5807,367016715674,360,360,366726700917,850,850
425,116.32219600,39.99907800,2034401210609488,-365,365,367016718404,2730,2730,366726695526,-5391,5391
426,116.32217600,39.99921800,2034401210631625,22137,22137,367016713188,-5216,5216,366726706846,11320,11320
427,116.32216100,39.99936400,2034401210633526,1901,1901,367016713938,750,750,366726707641,795,795
428,116.32214800,39.99948400,2034401210634160,634,634,367016714092,154,154,366726707922,281,281
429,116.32217800,39.99960700,2034401210640203,6043,6043,367016725216,11124,11124,366726688538,-19384,19384
430,116.32232400,39.99960200,2034401210643224,3021,3021,367016731330,6114,6114,366726689153,615,615
431,116.32243400,39.99960300,2034401210644041,817,817,367016732906,1576,1576,366726692373,3220,3220
432,116.32258700,39.99958600,2034401210654907,10866,10866,367017083062,350156,350156,366726365293,-327080,327080
433,116.32276000,39.99957300,2034401210655924,1017,1017,367017085456,2394,2394,366726366480,1187,1187
434,116.32293200,39.99957200,2034401210658996,3072,3072,367017091608,6152,6152,366726380342,13862,13862
435,116.32313400,39.99956500,2034401210660047,1051,1051,367017093773,2165,2165,366726381515,1173,1173
436,116.32328000,39.99956900,2034401255399605,44739558,44739558,367017116218,22445,22445,366726382469,954,954
437,116.32344800,39.99957500,2034401255400630,1025,1025,367017118354,2136,2136,366726382969,500,500
